"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID","[4990][11953]","SEAMOUNT","MANJI SEAMOUNT CHAIN / KANBUN / DREDGE MW9507D115 / PACIFIC OCEAN","","31.7975","31.7975","138.7203","138.7203","SUBAQUATIC","-1365","-1900","s MWD115-2 [4990]","ANDESITE [4990]","","","","","","","","SPARSELY PHYRIC [11953] ","VOLCANIC ROCK","","","","","WHOLE_ROCK [4990] ","","","","","","","","","","","","","1.93","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","3","","","","","","","","34.8","375","36.5","120.8","5.03","","","","","","","","","","","","1.2","154","13.6","31.97","4.4","20.63","5.11","1.66","5.52","0.91","5.66","1.22","3.33","0.52","3.55","0.52","3.06","","","","","","","","","","3.09","","2.36","0.73","","","","","","","","","","","","","","","","","","","","","","","","","33851-MWD115-2","[14066]","SEAMOUNT","MANJI SEAMOUNT CHAIN / MANJI / DREDGE MW115 / PACIFIC OCEAN","","31.798","31.798","138.5","139","SUBAQUATIC","","","s MW115-2 [14066]","NOT GIVEN [14066]","","","","","","","","","VOLCANIC ROCK","","","","","WHOLE_ROCK [14066] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.7","357","35.1","135.1","4.89","","","","","","","","","","","","1.11","143","13.4","31","4.26","20.65","5.24","1.77","5.5","0.91","5.76","1.28","3.56","0.5","3.44","0.56","3.51","","","","","","","","","","3.67","","2.19","0.68","0.513027","","","0.703011","","18.277","","15.5126","","38.158","","","","","","","","","","","","","","","447244","[14066]","SEAMOUNT","MANJI SEAMOUNT CHAIN / MANJI / DREDGE 884 / PACIFIC OCEAN","","31.902","31.902","138.5","139","SUBAQUATIC","","","s #884-1 [14066]","NOT GIVEN [14066]","","","","","","","","","VOLCANIC ROCK","","","","","WHOLE_ROCK [14066] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.1","410","33.3","104.2","4.96","","","","","","","","","","","","0.53","140","9.78","24.4","3.33","17.15","4.73","1.68","5.35","0.85","5.32","1.15","3.26","0.46","3","0.46","2.11","","","","","","","","","","2.33","","1.44","1.24","0.51305","","","0.702944","","18.3038","","15.5087","","38.159","","","","","","","","","","","","","","","447245","[14066]","SEAMOUNT","MANJI SEAMOUNT CHAIN / MANJI / DREDGE MW12 / PACIFIC OCEAN","","31.975","31.975","138.5","139","SUBAQUATIC","","","s MW12-1 [14066]","NOT GIVEN [14066]","","","","","","","","","VOLCANIC ROCK","","","","","WHOLE_ROCK [14066] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.4","103","26.3","73","7.44","","","","","","","","","","","","1.02","299","14.73","31.4","3.83","15.89","3.53","0.61","3.28","0.56","3.5","0.79","2.43","0.36","2.7","0.43","2.35","","","","","","","","","","4.06","","3.18","1.21","0.513029","","","0.703095","","18.285","","15.5037","","38.126","","","","","","","","","","","","","","","447246","[14066]","SEAMOUNT","MANJI SEAMOUNT CHAIN / MANJI / DREDGE MW10 / PACIFIC OCEAN","","32.037","32.037","138.5","139","SUBAQUATIC","","","s MW10-1 [14066]","NOT GIVEN [14066]","","","","","","","","","VOLCANIC ROCK","","","","","WHOLE_ROCK [14066] ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.7","117","45.1","197.3","2.85","","","","","","","","","","","","0.21","167","9.36","23.9","3.56","18.03","5.14","1.23","5.27","0.98","6.46","1.41","4.07","0.61","4.39","0.68","4.79","","","","","","","","","","2.75","","1.27","0.67","0.513058","","","0.703164","","18.3026","","15.5138","","38.187","","","","","","","","","","","","","","","447247",
References:
"[4990] ISHIZUKA O., UTO K., YUASA M., HOCHSTAEDTER A. G. ; K-AR AGES FROM SEAMOUNT CHAINS IN THE BACK-ARC REGION OF THE IZU-OGASAWARA ARC ; THE ISLAND ARC 7 [1998] 408-421"
"[11953] MACHIDA S., ISHII T., KIMURA J.-I., AWAJI S., KATO YASUHIRO ; PETROLOGY AND GEOCHEMISTRY OF CROSS-CHAINS IN THE IZU-BONIN BACK ARC: THREE MANTLE COMPONENTS WITH CONTRIBUTIONS OF HYDROUS LIQUIDS FROM A DEEPLY SUBDUCTED SLAB ; GEOCHEMISTRY GEOPHYSICS GEOSYSTEMS 9 [2008]"
"[14066] ISHIZUKA O., TAYLOR R. N., MILTON J. A., NESBITT R. W. ; FLUID-MANTLE INTERACTION IN AN INTRA-OCEANIC ARC: CONSTRAINTS FROM HIGH-PRECISION PB ISOTOPES ; EARTH PLANET. SCI. LETT. 211 [2003] 221-236"
